Student_ID,Reason_For_Performance,Access_To_Resources,Study_Hours_Per_Week,Health_Issues,Teacher_Support,Parental_Support,Stress_Level,Peer_Influence,Additional_Tutoring,Use_Of_Study_Groups,Exam_Anxiety,Jamb_Scores,Num_Credit_Passes_WAEC,verdict
2ff3cde46aa44c9f921704753d959e3f,Health challenges,Yes,32,No,4,4,Yes,No,No,Yes,No,335,3,Fail
f412436011534e999c508720f982f4e0,Confidence issues,Yes,32,Yes,2,5,No,No,Yes,No,Yes,286,4,Fail
0534a1018ddc471981f38dd4fd034ada,Personal issues,Yes,16,No,1,5,No,No,Yes,No,Yes,313,4,Fail
5f90bed6fb25464da30aa767a2bb522b,Lack of preparation,No,0,Yes,3,3,No,No,No,Yes,Yes,376,4,Fail
1a89b71ea0d542c8a837fe68bba205ca,Lack of preparation,No,19,No,2,4,No,Yes,No,No,Yes,277,6,Pass
a48e40f1d0424dfa96ab087a8bc78e81,Confidence issues,No,29,No,3,4,No,Yes,Yes,No,Yes,196,7,Fail
7a8104deb20547bbbb16f75776f186ab,Personal issues,Yes,22,Yes,3,4,Yes,Yes,No,No,Yes,266,3,Fail
339b77a84b1f4d7b8977c513752a7d25,Personal issues,Yes,5,Yes,2,1,Yes,No,Yes,No,Yes,329,6,Pass
d0be73eefd374539a5f202f983f02dc7,Personal issues,No,29,No,1,4,Yes,No,Yes,No,Yes,157,4,Fail
095ffa8140d94bceb930ba208b040f49,Lack of preparation,No,18,No,3,2,No,Yes,Yes,Yes,No,368,5,Pass
0c3ce284c7e54bbb9cb51c535b62a8df,Health challenges,No,8,No,4,3,Yes,Yes,Yes,Yes,Yes,184,6,Fail
45f1861954f94429a7de02ccdda4f4a7,Health challenges,No,12,Yes,5,1,No,Yes,No,No,No,176,2,Fail
7092947dbe4949eca667d3bbe3b56360,Lack of preparation,Yes,38,No,3,2,Yes,No,Yes,No,Yes,202,2,Fail
b12b66807f074cb9afd340c0f945f2fd,Confidence issues,Yes,7,No,4,4,No,No,Yes,Yes,No,298,9,Pass
cc1b4157ec9f4c549e0a72ab7f5db163,Lack of preparation,Yes,11,Yes,1,1,No,No,No,No,No,295,2,Fail
a3b442bd46494296af5842c3ff86cc31,Lack of preparation,Yes,36,No,3,5,Yes,Yes,No,Yes,Yes,399,9,Pass
67fd64c4a334458aabd2b5121335e5db,Lack of preparation,No,31,Yes,5,1,No,Yes,No,Yes,Yes,216,5,Pass
20509c6208e845d7b02c1821c8040fb7,Personal issues,No,25,No,3,1,No,Yes,No,No,No,221,6,Pass
f31046dc62024ee69cb5e69c5dc7b3e6,Health challenges,No,4,Yes,4,3,Yes,No,Yes,No,No,338,3,Fail
5ef787b8f2e6495fb32e2016add702c9,Confidence issues,Yes,8,Yes,3,2,No,Yes,Yes,Yes,No,155,5,Fail
5df06e8c878a4ed9a33ffc8292ec89af,Difficulty understanding topics,Yes,0,Yes,2,3,Yes,Yes,Yes,Yes,Yes,227,2,Fail
4758367ba6494cdc907b907265e58f34,Difficulty understanding topics,Yes,24,No,2,4,No,Yes,No,No,Yes,220,3,Fail
848af4407fc14858afa0d842bc55300b,Confidence issues,No,3,No,2,1,No,Yes,Yes,No,Yes,163,9,Fail
b43bd27f42a249a6866412854303cbc1,Health challenges,No,24,No,3,2,Yes,No,No,Yes,No,323,6,Pass
22bf18f51f654a87b33ee3447dbf4bc1,Lack of preparation,No,33,Yes,2,2,No,Yes,Yes,Yes,Yes,139,9,Fail
4cc9f5f2e42e40378a552ea08acbbe09,Confidence issues,Yes,16,Yes,5,3,Yes,Yes,Yes,Yes,Yes,186,7,Fail
b5a5f8e6b6394f04a8524385d9f2dd0d,Health challenges,No,10,Yes,2,1,No,Yes,Yes,Yes,Yes,354,8,Pass
2c913a7ca3404f08b34191b8ed6522b4,Confidence issues,Yes,10,Yes,3,2,No,Yes,No,No,No,122,8,Fail
9280c5aa8dd4495b9c63b6f306ba8cd3,Health challenges,No,10,No,2,4,No,No,Yes,Yes,Yes,227,2,Fail
68d0a2a8c4e747dda929de738693fd9d,Lack of preparation,Yes,39,No,2,3,No,No,No,Yes,No,158,8,Fail
d43cdd6de0c14f1ea0da897258321ee4,Lack of resources,No,26,No,3,4,No,No,No,No,Yes,260,3,Fail
96792482a3c948e48d2238e6c7bf4fbc,Confidence issues,Yes,27,No,4,1,Yes,Yes,No,No,No,241,3,Fail
de431e06e924406980bbae526ec01269,Lack of resources,Yes,14,No,3,3,No,Yes,Yes,No,No,348,2,Fail
84a2576c1fc945f894d607350e2f8958,Confidence issues,Yes,12,No,3,4,Yes,Yes,No,No,No,244,9,Pass
2976aab22a2647708ddb1b36272c0588,Lack of preparation,Yes,14,Yes,5,4,No,Yes,No,Yes,No,173,8,Fail
39b86bb2b5964a7caf4afa885299e505,Lack of resources,No,30,No,5,5,No,No,Yes,No,No,269,4,Fail
17eaec838892442f9d4b2bf94d85e9c7,Personal issues,Yes,23,No,1,3,Yes,No,No,Yes,No,296,5,Pass
2bd3cdcd2779468594a53fdef10d27c8,Lack of resources,No,1,No,2,2,No,No,Yes,Yes,Yes,303,2,Fail
dd20c3bfd3424f088a8bb5b490494583,Health challenges,No,0,No,5,2,No,No,No,No,No,283,7,Pass
8baaf744a08d421ba3954cb17f7f6c0a,Lack of resources,Yes,17,Yes,5,1,Yes,Yes,Yes,Yes,No,372,6,Pass
741b77f54c244053a7f5ae02af5b8f47,Personal issues,Yes,37,No,4,2,No,No,Yes,No,Yes,115,8,Fail
76e5ae787bf741d3aa662fce7089fc6d,Lack of resources,Yes,35,No,2,4,No,Yes,No,Yes,No,354,9,Pass
24c778a59b4e464b9716dc2e343ada2a,Health challenges,Yes,26,Yes,3,3,No,Yes,No,No,No,242,4,Fail
1b2ededb8fc84fc083d5bceb5edbb8ee,Health challenges,Yes,18,Yes,3,1,Yes,Yes,Yes,Yes,Yes,243,4,Fail
1f5d988f776a4f09bde2885951b1943c,Personal issues,No,13,No,3,5,Yes,No,Yes,Yes,Yes,122,6,Fail
24108e9a3f774caeb318b96d44790612,Difficulty understanding topics,No,29,No,4,3,No,No,No,Yes,Yes,365,5,Pass
f204be894a4b45638cf477ef18c8a616,Lack of resources,Yes,39,No,5,2,Yes,Yes,Yes,No,Yes,334,3,Fail
e6fdd7afdd844accb67294643f8ea40a,Difficulty understanding topics,Yes,8,Yes,3,2,No,Yes,No,No,Yes,296,4,Fail
170d750705ee41d4bf53a88e4efc8248,Lack of resources,No,37,No,4,5,Yes,No,Yes,Yes,No,159,2,Fail
750d112e81644eeca4ab851bf1fac6e7,Lack of resources,Yes,32,No,4,1,No,No,Yes,Yes,No,287,2,Fail
d7c4fe9ce1e04ffc98f6fd7f7eb162f1,Difficulty understanding topics,No,6,Yes,2,1,No,No,Yes,No,No,337,9,Pass
5cce5ba931d44e098fd33afc91fdfa4f,Personal issues,Yes,16,No,4,2,No,Yes,No,Yes,Yes,128,8,Fail
9f8cc29ffd354c5f93479a3b479bc637,Health challenges,Yes,11,No,5,3,Yes,Yes,Yes,Yes,Yes,240,7,Pass
20f0156a1e6a46289c6d52d5ae2e9af9,Lack of preparation,Yes,7,No,1,3,Yes,No,No,No,Yes,318,6,Pass
5f89ed1264d64fbf98c01e2bf99f0704,Difficulty understanding topics,Yes,34,Yes,4,2,No,No,Yes,No,No,278,6,Pass
66c14dca82554a619a3b031932f57510,Difficulty understanding topics,Yes,34,Yes,3,2,No,No,Yes,No,No,319,7,Pass
23c8afdb83f84f16a4a4474c9b33e3a4,Lack of preparation,Yes,14,No,2,1,No,Yes,No,Yes,No,109,8,Fail
518b2f219cf24859ae6e2e7253f591dc,Lack of preparation,Yes,28,No,4,2,No,No,Yes,No,Yes,184,7,Fail
9dd2f9defd984e33a498abe92999bbef,Lack of resources,No,0,No,3,2,Yes,Yes,Yes,No,No,306,6,Pass
97fe56c54c9a4f2497b4c294bd44089d,Personal issues,Yes,10,Yes,2,5,Yes,Yes,No,No,No,370,9,Pass
827c9f8cd40a45e981df6517561c9210,Lack of preparation,No,29,No,1,1,Yes,Yes,Yes,No,No,127,2,Fail
a7d4cf50f79141e583f9cd6b797ebe87,Confidence issues,Yes,14,Yes,5,1,No,No,No,Yes,Yes,313,8,Pass
c64c96479ea7417cb89f7039a107cc46,Health challenges,No,15,No,2,1,Yes,Yes,Yes,Yes,Yes,354,9,Pass
d25864f225d440fca1542765d756ba9c,Health challenges,Yes,4,No,2,3,Yes,No,Yes,No,Yes,188,9,Fail
9293f70508154147be00980eae441e21,Health challenges,No,16,Yes,1,4,No,No,No,No,Yes,316,2,Fail
30d73df71c224ceab35556a5f2bd92f2,Lack of preparation,Yes,30,Yes,3,1,No,No,No,No,No,125,7,Fail
6b352f85504e4687b0e7e75604d9145e,Lack of resources,Yes,13,No,3,4,Yes,Yes,No,Yes,Yes,197,7,Fail
9c89d374c66445a780773e33690e7e62,Confidence issues,Yes,8,No,5,4,Yes,No,Yes,Yes,No,376,5,Pass
7a768555a9874218bf84faef5336723b,Difficulty understanding topics,Yes,27,Yes,1,2,No,No,Yes,Yes,No,290,2,Fail
f4e9573450524700a07796a38685abaa,Lack of resources,No,26,No,2,1,No,No,No,Yes,No,187,2,Fail
ae455cc6b88e430f9e1e994ac5a11f5c,Lack of preparation,Yes,24,No,1,3,Yes,No,Yes,No,Yes,304,5,Pass
f514105831384975bbf33a349c2dfa97,Confidence issues,No,9,No,1,4,Yes,Yes,Yes,No,No,215,6,Pass
b474634949fc4cd8856bad4c4c3077c4,Lack of preparation,No,23,Yes,3,5,No,Yes,Yes,No,Yes,344,5,Pass
8f7c1d59594b4a3abad465a15129950d,Difficulty understanding topics,Yes,34,Yes,1,2,Yes,Yes,No,No,Yes,337,8,Pass
b8beff3dcb9f4f6daf3a6f27ef06fccb,Lack of preparation,No,10,No,5,3,No,Yes,No,No,No,204,6,Pass
e5508ea26133434d8b0e8eb1ad371d9e,Health challenges,No,0,No,5,3,Yes,Yes,Yes,Yes,No,128,3,Fail
585abefbd1814f77a5001423faebcd19,Lack of resources,No,15,No,3,2,Yes,No,No,No,Yes,108,9,Fail
f48f709c49a244418ac4de854a5b1aff,Difficulty understanding topics,Yes,34,No,3,2,No,No,Yes,No,No,258,5,Pass
ec8be53758ab4778943b45e3b6d1f6bb,Health challenges,No,9,No,5,2,No,No,Yes,Yes,No,129,4,Fail
8fe069b6eeda48028568f42689e03e22,Confidence issues,Yes,27,Yes,4,1,No,No,Yes,No,Yes,240,2,Fail
0f25477da55940e78910fade52380bf2,Lack of preparation,Yes,1,Yes,1,3,No,Yes,No,Yes,No,267,9,Pass
a6fd0cb116e645c084cb294fe86e8e63,Lack of resources,Yes,38,No,4,5,No,No,Yes,No,No,303,7,Pass
0997623ae0724d968a1a81f5ed10f004,Lack of preparation,Yes,35,No,5,5,No,No,No,No,Yes,398,9,Pass
a42d0cd7fd354f6ab450388748d90846,Difficulty understanding topics,No,30,No,2,4,No,No,No,Yes,No,383,3,Fail
e3a68a707e714b558639bd418b15bd94,Personal issues,No,36,Yes,5,3,Yes,No,No,Yes,Yes,192,4,Fail
811414f8d9df4d0ea25aed6cf0458043,Lack of preparation,No,9,No,5,3,Yes,Yes,Yes,Yes,No,194,8,Fail
564cfbd2bc924d81839b058c2faabe0b,Health challenges,No,17,No,5,1,Yes,No,No,Yes,Yes,390,5,Pass
9c6783932ced4c0db17304b5c1dd484a,Lack of resources,Yes,13,Yes,4,5,Yes,No,No,Yes,Yes,196,8,Fail
67ce378fe5a4483ba383889adb2c6ac8,Lack of preparation,No,5,No,2,5,No,No,Yes,Yes,Yes,295,7,Pass
7a3a6e9623ff43d3bb4fb88a2f4dd219,Personal issues,Yes,0,Yes,3,4,No,Yes,Yes,No,Yes,211,6,Pass
01bf9e733f804385af9240b652d78f10,Health challenges,No,29,Yes,4,2,Yes,Yes,No,No,No,181,8,Fail
725d42593c4b4eeca231ee7342c2d2eb,Difficulty understanding topics,No,19,No,5,4,No,Yes,No,Yes,Yes,280,3,Fail
92a81713b90e444b951c25d54d4c5280,Lack of preparation,Yes,28,No,3,5,No,No,No,Yes,Yes,400,4,Fail
5c0b9b10a7574b1082f525b902ed73ce,Confidence issues,No,21,No,4,1,No,No,Yes,Yes,Yes,326,3,Fail
aaf407f70fe74149bc7e5368b1594847,Health challenges,No,12,No,4,4,Yes,Yes,Yes,Yes,No,147,5,Fail
28e333b64e8a4c4bb72420411e43fbd2,Confidence issues,No,33,No,1,4,Yes,No,No,Yes,Yes,346,3,Fail
5e175b664b87459fb0cd7f05ea87855e,Personal issues,Yes,24,Yes,4,1,No,No,Yes,Yes,Yes,138,7,Fail
f515949438184fd3b889936a9d5817e8,Lack of resources,Yes,12,Yes,2,3,No,No,No,Yes,Yes,340,3,Fail
74797b6127374b52ba6a210722319050,Lack of resources,Yes,36,No,3,4,No,Yes,No,No,Yes,183,3,Fail
98874bfec1364c65ae2ae3413f59e4f2,Confidence issues,Yes,5,No,5,4,No,No,No,Yes,Yes,360,6,Pass
86879aa914f543d089912032df85c777,Difficulty understanding topics,No,40,Yes,1,1,No,Yes,Yes,No,Yes,169,9,Fail
5c9deee0b42a445687365a84725e134d,Health challenges,No,29,No,5,5,No,Yes,No,Yes,No,353,2,Fail
e723ada38c324db2942a895e0fcf601f,Lack of resources,No,0,Yes,2,2,No,Yes,No,No,No,104,8,Fail
ae27d4321dc147ebb11c767385351a69,Lack of resources,Yes,16,No,1,3,Yes,Yes,No,No,Yes,379,3,Fail
7d23d47995494a82b787ef8d3495311e,Personal issues,No,20,No,2,3,No,Yes,Yes,Yes,No,148,7,Fail
720b274b82a74586a61d9cde1747f387,Difficulty understanding topics,Yes,0,No,4,2,No,No,Yes,Yes,Yes,311,5,Pass
0f6ce9bffe7e43628a89b0f0105291d3,Health challenges,Yes,23,No,3,2,No,Yes,No,No,No,279,3,Fail
5fdcabbf6b9c471cb6ba745ba55871e3,Lack of preparation,Yes,39,No,3,5,Yes,Yes,No,No,Yes,370,4,Fail
f6d22a7baec74a82948b4376602a4e57,Lack of resources,Yes,18,Yes,2,3,Yes,No,Yes,No,Yes,242,8,Pass
fa8dae42ba544920a099d18087623997,Lack of preparation,No,29,No,5,3,Yes,No,Yes,No,Yes,111,6,Fail
76876c624c61445eba7e5d9405d1fb63,Health challenges,Yes,8,No,1,1,Yes,No,Yes,Yes,No,264,7,Pass
083f64c31ce342f883f725feb99b2b5a,Lack of preparation,Yes,36,No,4,3,No,Yes,No,No,Yes,264,7,Pass
9d6b9b626b534a19a902b73fcf39f648,Lack of resources,No,26,Yes,5,4,No,No,Yes,No,No,199,3,Fail
e39836bbe23d4faaafad49e9c41c147e,Lack of resources,No,30,No,3,5,No,No,No,Yes,Yes,288,3,Fail
df495037b40a4181ac09bdb799086e47,Confidence issues,Yes,12,Yes,1,5,No,No,No,No,Yes,193,7,Fail
ea98fef8d0d74e37bbf2025f4a0d2b73,Personal issues,No,39,Yes,3,5,No,Yes,No,No,Yes,332,8,Pass
d18183d1ac2b4cfc85c51060991121e7,Confidence issues,Yes,21,No,3,1,Yes,No,No,Yes,Yes,192,6,Fail
46707cd64ced4164a9df14e9389641dd,Health challenges,No,26,No,3,3,Yes,Yes,Yes,No,Yes,208,3,Fail
97777f10f2d2493f8e85140d0f9aeb70,Personal issues,No,3,Yes,4,3,Yes,Yes,No,No,Yes,398,7,Pass
8e4c3ab56d5d4477adc29178a0411612,Health challenges,No,2,No,3,3,No,Yes,No,Yes,Yes,396,7,Pass
73253aa3ec174298943df5b3a58e83dd,Health challenges,No,20,No,2,2,No,Yes,No,No,Yes,204,4,Fail
891f691217ab48639efeef4fd8ddbbc0,Lack of resources,No,23,No,5,3,No,Yes,Yes,Yes,Yes,192,2,Fail
12a1fe7ddfa547228a1fc9df9a591974,Health challenges,Yes,11,No,3,3,No,No,Yes,No,Yes,347,8,Pass
966be275c2fe49548dfd9531302b7831,Personal issues,Yes,23,Yes,2,4,Yes,Yes,No,No,No,369,7,Pass
378e65108f10433eabe42e7db96c1163,Difficulty understanding topics,No,37,No,1,1,No,Yes,No,No,Yes,118,8,Fail
e8334da5de954695b579c1437ab99428,Lack of preparation,No,30,No,4,4,No,No,Yes,Yes,No,131,4,Fail
bf337a151e084f20bdd151b0f64ab6ec,Confidence issues,Yes,24,Yes,5,3,Yes,No,No,Yes,No,233,5,Pass
ea18d32c7a9a4ef5811bd1c4ffe3f366,Personal issues,No,20,Yes,1,5,Yes,Yes,No,Yes,Yes,206,4,Fail
3d44cb2cea454a41a589ada1345af934,Lack of resources,No,10,Yes,1,2,No,No,Yes,No,Yes,369,5,Pass
51facefad6f84f7a82fa1da878308631,Lack of preparation,No,18,Yes,4,2,Yes,Yes,Yes,No,Yes,354,5,Pass
4b91b8cb6ae64582b852b3cd9442b5e6,Difficulty understanding topics,Yes,31,Yes,1,4,Yes,No,No,No,No,216,5,Pass
b93b17fbf76d45fdbd1645a0d253d966,Health challenges,Yes,27,No,4,4,Yes,Yes,No,No,Yes,169,9,Fail
75f8e3a87d974c0fbd5609c4a4461663,Personal issues,Yes,39,Yes,3,4,No,Yes,No,No,Yes,282,3,Fail
8bea75c1b86647aaa3d4526b2b54ff7a,Lack of preparation,No,30,Yes,2,3,Yes,No,No,No,Yes,350,7,Pass
01a25ed1c3ab45f18c6b7074ab102c9b,Personal issues,No,0,Yes,3,5,Yes,No,No,No,No,370,5,Pass
74bd0c9381774661b7fe032c02571851,Lack of preparation,Yes,9,No,5,5,No,No,No,Yes,No,102,6,Fail
a3422e509e2a43248f79a8a75f8a14bd,Lack of resources,No,24,Yes,5,5,Yes,Yes,Yes,No,Yes,366,2,Fail
e9aa144b9dd44675af145064aab07015,Difficulty understanding topics,Yes,8,No,1,5,Yes,Yes,No,No,Yes,326,9,Pass
0406ff447ce44679a8c6dbc07bb3447b,Health challenges,Yes,18,Yes,3,4,No,Yes,No,No,No,370,2,Fail
eb053fc41b654dabade46e91e8e6e840,Personal issues,Yes,9,Yes,2,2,No,No,Yes,Yes,No,297,4,Fail
409e7a8086c541d69ea9f50831227592,Personal issues,Yes,21,Yes,2,1,Yes,Yes,Yes,No,Yes,332,2,Fail
a65f7b8adbb44021bdde64afa75b395a,Confidence issues,No,33,No,2,1,Yes,Yes,No,No,Yes,210,5,Pass
f94d8fcbdba3496fba323f6990dbfad6,Health challenges,No,8,No,2,3,No,No,Yes,Yes,Yes,296,8,Pass
3508507af622484284022b3c508211a5,Personal issues,No,31,Yes,2,4,No,No,No,Yes,Yes,381,8,Pass
edcabf9465f64a539226a8b3b674410d,Confidence issues,No,1,No,3,4,Yes,No,No,Yes,No,355,5,Pass
8a624cbde5824678ad5229dd639fc471,Lack of resources,Yes,34,No,4,5,Yes,Yes,No,Yes,No,135,4,Fail
1901ef870dbf4caf988a3f87f96d40f8,Health challenges,No,32,No,1,1,No,Yes,Yes,Yes,Yes,132,4,Fail
1375ee90d6b341e4bb6dca0d6fe5040b,Health challenges,No,24,Yes,3,1,Yes,No,No,Yes,Yes,302,4,Fail
