Student_ID,Mathematics,English Language,Civic Education,Economics,CRS/Islam,Government,Commerce,Literature,History,Accounting,Physics,Chemistry,Biology,Geography,Computer Science
96a9954fdc3341f98c1f55ab715629ee,94,88,70,88,86,,,,,,45.0,51.0,8.0,41.0,22.0
9191b3634e2d4645adc7cac7fd72b050,52,62,22,84,92,,,,,,48.0,67.0,63.0,75.0,42.0
f5c9b0479c1045728f6b40d09efba58b,62,36,20,59,71,,,,,,21.0,58.0,79.0,20.0,66.0
c342bd2bf295456e99675f06bd767e35,18,24,30,23,70,58.0,40.0,37.0,58.0,11.0,,,,,
43bfd93136054f54a021c0ca3531968d,0,8,68,31,82,,,,,,88.0,27.0,16.0,51.0,99.0
3d67cde9283444c094c8b3b4a911d192,84,62,78,21,3,,,,,,45.0,82.0,11.0,100.0,2.0
2812859a1337439e8d4f5d272c7f0b79,32,44,80,34,58,90.0,7.0,81.0,76.0,83.0,,,,,
b07aa066735445eaa8949b8d00af5b3a,0,89,76,41,25,,,,,,68.0,85.0,25.0,77.0,78.0
085b15fb4a8f4810b84c2f29980402a2,22,27,3,53,35,,,,,,11.0,14.0,57.0,83.0,55.0
48603b32b4fb4eb989c13de73b4206c5,29,79,41,92,30,,,,,,45.0,23.0,69.0,99.0,95.0
1238d630743b45a29c0f2fcfb3f6fe0d,5,22,62,10,73,65.0,32.0,22.0,44.0,88.0,,,,,
43b9da13ec854f37bbc1a987aff8754d,2,80,6,27,4,98.0,60.0,71.0,9.0,86.0,,,,,
96fc734da0034d288a8f3653c9af18f8,17,18,99,23,63,,,,,,71.0,71.0,39.0,50.0,93.0
32a447b2ef04457d8dccc33aa9434aa0,75,39,70,80,24,24.0,98.0,94.0,96.0,12.0,,,,,
398d1ca68b6840b59d61fac36cd5e859,46,17,62,58,84,43.0,19.0,63.0,39.0,5.0,,,,,
44007d5ae88d4719a6242b40a5cb63a2,90,49,46,6,84,,,,,,2.0,28.0,36.0,47.0,87.0
0f44704f12474a4ea46998e8d39e198b,19,28,72,12,62,27.0,77.0,25.0,82.0,23.0,,,,,
9854ce4e4ebf45c38ae9b4a72a79ea68,98,57,9,20,13,21.0,40.0,28.0,98.0,33.0,,,,,
ebd3461691b74d8e93016989bfbbb17f,73,0,24,2,68,49.0,30.0,58.0,80.0,36.0,,,,,
77fc97031fd54423b06c5c5649e2623d,89,95,46,5,40,8.0,28.0,16.0,16.0,73.0,,,,,
670acc5cb3214f218dd8eb85b04d3376,64,57,2,20,67,53.0,26.0,36.0,85.0,24.0,,,,,
8a3c3b5e801e41da85b1ed25f1533ae8,4,49,17,91,35,,,,,,51.0,11.0,32.0,34.0,72.0
9918ee4614974658b010f7197e695d0d,71,57,5,84,58,18.0,95.0,92.0,72.0,92.0,,,,,
bc0a6a5d6e994e3ea3b137fc0a3450fc,17,72,65,97,92,78.0,9.0,23.0,71.0,3.0,,,,,
069f14f140184c6e9a8cfa3c5283aac7,89,26,91,33,16,85.0,96.0,49.0,31.0,69.0,,,,,
ac9ed156f63f4e41ba9aca5e176132ed,52,35,97,87,6,,,,,,16.0,44.0,97.0,70.0,88.0
964db03f93404fad9c4ad56bd6016237,47,39,60,81,48,,,,,,21.0,46.0,93.0,59.0,15.0
c3c75611ffe34a49854f92fff366bad4,24,33,82,80,0,,,,,,13.0,92.0,87.0,39.0,39.0
9384ec2b44fe4cae9248a9a7ac1aa554,64,31,83,17,25,,,,,,28.0,71.0,80.0,43.0,80.0
2cd94cbbc19a458c835b1c8c0a4c9f7f,37,60,75,74,51,,,,,,66.0,36.0,14.0,57.0,27.0
7135f221a6c9437f84dad06a7872bdeb,19,51,1,27,89,,,,,,47.0,37.0,95.0,3.0,44.0
ff37d19c2e76428b873544f9ea83bf00,49,84,98,18,33,,,,,,86.0,30.0,94.0,82.0,68.0
d0725b5ca2814044af96288295d82980,96,90,14,3,75,,,,,,13.0,94.0,40.0,28.0,24.0
785299f4175b498db81401027de1bdfe,78,72,81,33,80,,,,,,41.0,0.0,8.0,86.0,44.0
5230dfbd555342fea889803e5913f9d3,10,33,67,50,29,53.0,78.0,24.0,76.0,8.0,,,,,
292bd156db9445709ac70ec0ab8ddeb4,58,44,9,88,78,,,,,,7.0,20.0,15.0,72.0,12.0
7ed70ed7b194490ba961929e546e035a,80,67,55,43,64,57.0,46.0,39.0,59.0,4.0,,,,,
668409e3f1f8443ea99f131849c8a43f,50,28,75,20,39,91.0,51.0,41.0,10.0,60.0,,,,,
0964fbbf8cd341b082b01cfdd045dd1c,52,12,59,1,54,,,,,,91.0,99.0,76.0,8.0,23.0
409d360250844242968b1625746f7891,60,56,67,52,88,,,,,,97.0,99.0,32.0,28.0,70.0
c5c5b37af85e46a19dad09b252c21221,10,37,93,73,93,,,,,,15.0,93.0,31.0,62.0,48.0
d32e6dcd83bc44789d6ac7b86778043b,9,23,48,64,10,56.0,38.0,99.0,45.0,79.0,,,,,
de8ede0ba85c4e4a804b6fabfcf56188,24,22,42,7,68,,,,,,93.0,93.0,14.0,17.0,51.0
0de051a669ca47d2b64414fd8ae769ed,1,86,4,15,60,87.0,55.0,91.0,60.0,14.0,,,,,
9f64eeed5c9d427d84b871bb300568d2,25,43,98,67,10,30.0,84.0,67.0,15.0,28.0,,,,,
71299889a01a4992bf9d3e64c1a6423b,60,41,7,69,5,,,,,,85.0,33.0,14.0,80.0,62.0
445dcc38341c44948d366dfcc28ebd70,75,78,57,19,30,10.0,55.0,25.0,2.0,47.0,,,,,
49bc473fed7b4656a18a15368c99a894,25,66,37,2,83,,,,,,66.0,65.0,61.0,0.0,6.0
7c16128db2c04394a17f29e170286046,37,23,78,46,70,9.0,34.0,11.0,56.0,47.0,,,,,
a14923c2f920464c8763fcd01f15c7b6,20,88,47,97,68,60.0,5.0,5.0,86.0,75.0,,,,,
b5b453ca3d42493c8c9fd3349bdf0377,4,68,13,98,94,11.0,35.0,35.0,45.0,94.0,,,,,
03802b708d03491e8f8d5238288b78b5,47,58,3,41,61,,,,,,27.0,0.0,45.0,96.0,19.0
3985fb6217dc4effa87213f98d605936,6,11,78,25,67,52.0,2.0,27.0,17.0,46.0,,,,,
1d0bc9bde9b545cf97665cdafe049059,88,83,57,88,66,,,,,,94.0,32.0,62.0,16.0,5.0
a5d04d531e1242e3b27292b6762172ed,80,11,47,4,67,16.0,54.0,53.0,34.0,95.0,,,,,
eec259dc7f95497ca76aa6ced50755d9,79,43,41,20,22,98.0,78.0,87.0,85.0,83.0,,,,,
b495db4e82454fb48ab7706eb77350ca,25,9,9,60,71,,,,,,28.0,61.0,78.0,55.0,97.0
7b85179ad5b047e0aa5d932b45ff2c83,98,71,49,26,57,,,,,,39.0,93.0,76.0,20.0,97.0
74eff5453e654603b8e3654bfaf14ff0,47,89,6,21,67,34.0,82.0,99.0,60.0,22.0,,,,,
30cbd7556232417aa50741818d1fb540,88,100,12,52,56,,,,,,96.0,20.0,63.0,84.0,5.0
bf0d073d821c43369970cf60ebff8d15,34,58,82,5,30,,,,,,31.0,76.0,38.0,32.0,71.0
11df12d7dd304e89a2f235f2e11b868d,42,64,98,57,30,62.0,65.0,28.0,68.0,19.0,,,,,
dabac50dca3d485985ce099c46b82659,58,96,85,90,65,,,,,,46.0,34.0,72.0,16.0,44.0
c9a7d91fef2a4713970210496a39aaa6,47,80,96,76,67,78.0,25.0,43.0,42.0,9.0,,,,,
00a81de9d20f47d084656d6b81fb18b3,12,98,57,14,54,,,,,,55.0,46.0,5.0,35.0,0.0
d664d2644c6e47ffb9de7a3a486822b9,69,22,47,7,77,22.0,65.0,75.0,36.0,24.0,,,,,
a8f1e091ffb8402d9475dbc996418ced,27,92,84,58,85,81.0,52.0,42.0,30.0,69.0,,,,,
7250ee18260a49629d81b7f57d5911c6,1,1,72,15,61,,,,,,79.0,75.0,39.0,12.0,5.0
551ac8ea585a4afabbfdcc1289e06ab3,28,10,28,87,28,51.0,22.0,26.0,30.0,88.0,,,,,
6090d6978b1e4b9d834b9fbb8d4a75b8,78,79,12,11,74,,,,,,32.0,91.0,30.0,69.0,54.0
de9e37575260401eaecf67d2749176f4,10,29,47,57,37,63.0,76.0,15.0,59.0,8.0,,,,,
3d225c30b28f41debb140bc3304b8590,26,77,95,63,28,,,,,,98.0,31.0,53.0,57.0,5.0
db23aa8c3bca4f85a20a60ac9261549d,27,29,6,91,83,24.0,85.0,73.0,89.0,52.0,,,,,
517400f80b2c482aa9288e92c68a152f,28,59,6,21,55,,,,,,95.0,94.0,7.0,29.0,34.0
e9d68f23b4894070b914f8a8bea4ff31,28,86,52,22,74,,,,,,76.0,97.0,80.0,9.0,79.0
fd08b32c62d64e93a1985d54cfb87e6f,99,62,64,11,68,74.0,42.0,44.0,13.0,54.0,,,,,
a6eab79ed21c42f88ada4f80a9e782d4,26,100,47,86,1,87.0,36.0,78.0,87.0,18.0,,,,,
f6febc0e7ecd4bafa6f05fcffb16e5db,10,10,26,18,62,,,,,,91.0,71.0,0.0,27.0,10.0
f72169bb80964718a051acef097a1e10,44,69,40,13,47,,,,,,51.0,80.0,22.0,44.0,69.0
19b17e80dea44e1794fd9ad39716108e,45,90,68,15,5,37.0,72.0,8.0,72.0,21.0,,,,,
1986b4b270b74868985480f0dfcaf0b7,73,12,28,29,49,,,,,,43.0,16.0,94.0,68.0,56.0
03edd1f874f94d17a912b4bf86a4bae4,35,32,49,97,79,,,,,,82.0,89.0,22.0,74.0,19.0
def5768968f44bcea4e75e8eb8f21423,81,90,87,5,91,,,,,,22.0,41.0,52.0,31.0,32.0
1327f1bc2784478fb84f16b3a79fbfaf,74,97,64,55,40,,,,,,78.0,42.0,91.0,96.0,58.0
43d88870f81d4aa188120a8e78308930,95,76,20,56,87,46.0,80.0,25.0,27.0,90.0,,,,,
65c17795b15546bc9f8ded9756abf2f1,52,87,56,25,14,,,,,,99.0,77.0,89.0,96.0,82.0
541cdfcdda0d4a5f948f8b74a65bb1f2,90,73,98,21,65,,,,,,13.0,22.0,76.0,80.0,91.0
889b78d5dbfd497eaca2b148da330aa1,73,97,23,57,64,51.0,79.0,79.0,94.0,10.0,,,,,
a075e92751104492b4427e0b61484bb3,9,51,57,68,59,,,,,,87.0,66.0,29.0,89.0,99.0
7cea2045c268483ea32f2e63b7fddd71,6,38,57,99,36,,,,,,83.0,47.0,11.0,6.0,100.0
9e11d2cd09304ef68a80068ddf547e50,76,92,24,15,1,,,,,,97.0,3.0,37.0,72.0,36.0
af34cf65a19344b2bc19e71d118405ad,2,65,28,36,25,,,,,,39.0,87.0,61.0,71.0,88.0
3a3c8a71ff574e2b8991ab9bebc2026f,95,59,29,2,100,56.0,88.0,68.0,75.0,86.0,,,,,
fa7457616f1841089723199dbf2c14a0,81,0,67,66,33,,,,,,67.0,28.0,73.0,28.0,8.0
b4323070a23d4c2f82a796891933918c,30,95,84,32,40,,,,,,93.0,71.0,61.0,81.0,32.0
2a96e1e271944ae299bad7aedf615a5c,39,80,11,44,69,,,,,,90.0,94.0,46.0,88.0,68.0
0769165fe7464cb98ca9cf07b1aa0f6a,74,33,97,52,6,70.0,3.0,59.0,58.0,65.0,,,,,
0e5dd462cbd04ef2930a37df0bc61066,51,83,67,75,79,14.0,4.0,2.0,65.0,51.0,,,,,
6e417d475ff545ea9bc440f14b1a269b,45,20,47,79,92,63.0,66.0,100.0,68.0,26.0,,,,,
697c392387fa441abe83b91f25440fe0,72,48,74,15,97,,,,,,78.0,99.0,45.0,17.0,97.0
2e183554cae24e66ae8a781390e0a95b,34,70,10,88,19,76.0,85.0,96.0,31.0,69.0,,,,,
9c07a75114374509acd1586a2b840c67,45,65,23,86,24,14.0,65.0,11.0,95.0,40.0,,,,,
aee1e86b9ea546aaa1ee6c5bdeef580f,61,52,25,55,52,18.0,31.0,48.0,49.0,92.0,,,,,
9549c931e9af499dbf671eec3da70577,16,91,57,82,92,,,,,,14.0,41.0,2.0,33.0,71.0
a34db7c5760d4bbbbb70b3a124a35cf2,79,39,10,72,56,40.0,38.0,41.0,50.0,30.0,,,,,
aab612c9415d474ab5a669814104a8b5,89,36,42,13,89,98.0,59.0,50.0,31.0,97.0,,,,,
771ad655cdfc4ee0a61ede900267deb3,99,63,27,72,78,77.0,83.0,93.0,29.0,19.0,,,,,
8beddb12ad77482f89a23a89e6b5a92c,24,53,96,80,25,,,,,,35.0,58.0,8.0,77.0,38.0
f1faf665711543f392e89d1028711733,20,17,81,54,60,58.0,21.0,13.0,74.0,50.0,,,,,
4c955f6a966b4964bcd6bdca5876fd09,16,100,72,77,46,,,,,,33.0,62.0,2.0,39.0,82.0
b0b862ef6c9f42b9b6478986a3917c99,67,71,7,81,0,36.0,70.0,37.0,64.0,51.0,,,,,
4d57d880d865469ab4f3310340066ff2,13,0,9,0,8,,,,,,57.0,100.0,77.0,66.0,17.0
da743152627b41a1bfd6f23232ffe294,16,87,65,18,46,,,,,,59.0,39.0,92.0,39.0,66.0
61a117293cb943509b4da0fe7bb38605,91,1,99,98,80,47.0,20.0,41.0,100.0,10.0,,,,,
4bbe4aff93264ffd9be4bf5192698698,26,72,50,17,46,61.0,74.0,46.0,53.0,85.0,,,,,
059dd55d4b944e30b303f438fe2110d0,59,47,1,31,47,36.0,3.0,39.0,54.0,98.0,,,,,
6553867da8814fd3947d577bfa5a91ca,71,55,69,4,29,17.0,34.0,38.0,61.0,83.0,,,,,
dd750e9890e0495f8212b554464458b4,53,1,7,57,75,,,,,,71.0,22.0,18.0,56.0,86.0
f93e08d5bea24dfe873f6e1baf908e3c,91,83,2,29,70,8.0,81.0,39.0,10.0,64.0,,,,,
bec39a379b3d44bda91e314e0c8e29e3,34,22,42,30,96,,,,,,87.0,62.0,72.0,60.0,10.0
e726be23e77648869534ee1d7f2984f5,96,97,80,88,38,66.0,18.0,56.0,10.0,11.0,,,,,
3ae909fecc8248da8696f5e64944051b,65,98,45,34,71,77.0,30.0,23.0,95.0,86.0,,,,,
3810ae665a3144cc8d4b69a99b689c88,22,60,11,41,33,65.0,11.0,25.0,75.0,58.0,,,,,
402913ec9ef2493eb0ac7d7ba2f963a3,81,22,32,55,45,,,,,,34.0,85.0,67.0,39.0,42.0
c478f6f1b88e4318816d83edad81f8bd,17,30,47,22,34,1.0,39.0,67.0,93.0,74.0,,,,,
2303f6c6d69d42f1ae4c84ffa8c01f05,22,63,29,52,45,,,,,,86.0,52.0,23.0,78.0,98.0
a0a11839e745470498dfbc3ca0d4de3d,98,32,41,61,56,24.0,64.0,24.0,30.0,64.0,,,,,
c9e260744f1649a08a17991ea5769411,61,12,20,75,1,60.0,69.0,17.0,39.0,21.0,,,,,
5d678bb1945e42e4888a93ec70d9c9f8,89,52,39,14,95,44.0,11.0,76.0,7.0,0.0,,,,,
e8dd5e5a17124b16a1a4344fbb7bee03,73,89,96,29,75,98.0,92.0,93.0,28.0,56.0,,,,,
6a5e6920bf5a47e693a3dd5a4b8c5bdc,98,88,19,73,76,,,,,,74.0,13.0,13.0,15.0,94.0
c958e75e21d54971b36749b52cf6bf75,70,40,100,39,53,,,,,,24.0,86.0,7.0,33.0,74.0
5da8d6d2f8b34a8ba05fb8bc8a16a06c,8,73,92,85,79,,,,,,38.0,12.0,63.0,14.0,42.0
45c45a3ee9da484a80759f1f87e5f0fe,18,17,42,68,63,,,,,,60.0,17.0,6.0,28.0,93.0
e9ff1cae41c84a8caa1f955ad499da99,58,75,12,22,5,15.0,37.0,58.0,6.0,73.0,,,,,
f7a67b947b5a411ab1b64afed31edf1a,60,6,56,90,3,82.0,31.0,15.0,49.0,3.0,,,,,
ded255d0bf1e43668b8e63d4ce7607ad,100,97,64,71,58,73.0,4.0,99.0,39.0,10.0,,,,,
77e490c71d7b43138de22f1c56b60afc,73,64,37,76,42,,,,,,14.0,9.0,95.0,34.0,16.0
c1101266240846dc9346d1a9f6802cdb,31,85,61,6,83,41.0,9.0,15.0,86.0,86.0,,,,,
ad238d36dc324c97b9c1e262f76c8ede,11,92,9,18,51,,,,,,79.0,92.0,26.0,83.0,24.0
65bcc272fadd4ea3aca5e2fdb966442a,31,77,61,10,98,,,,,,45.0,0.0,59.0,7.0,9.0
8eac0a33cdf944a79882b5c1f79efd70,60,91,2,11,57,,,,,,11.0,95.0,70.0,88.0,76.0
6502d6a2ca6a4224971e16cc5da36f1b,92,57,52,73,28,,,,,,38.0,99.0,39.0,36.0,85.0
1fa382e8895c4d9983b38eb403902c5d,60,78,69,2,34,67.0,31.0,74.0,25.0,7.0,,,,,
bfbf397bac3e4b0d9e5ba13d746cdb77,47,8,42,37,65,,,,,,83.0,48.0,82.0,6.0,69.0
618ae30595a54afa831d029fac1e86d8,87,17,77,96,13,65.0,92.0,43.0,39.0,93.0,,,,,
5f18e583f0b6483fa377f6f1d289f0ab,71,14,54,2,28,61.0,86.0,22.0,54.0,13.0,,,,,
78b2b5493bdb409eacc216a01bbc91f7,16,92,90,99,93,95.0,12.0,22.0,45.0,7.0,,,,,
f1738856e25d46eb9e9a9f83066803ee,88,13,25,93,61,,,,,,68.0,46.0,66.0,52.0,60.0
9c2e58deea4e461793f8382b8fb864e4,89,86,75,82,35,,,,,,100.0,66.0,41.0,44.0,66.0
a2a9d4d8102e4de5a5cc8bf738ab854c,54,9,40,52,79,,,,,,53.0,71.0,34.0,75.0,91.0
b379cb1ee8cd40ccb6da3ca0d2e82f38,76,54,45,54,50,11.0,45.0,18.0,0.0,2.0,,,,,
1dde7969688643dba6348e784d5c55c7,43,47,97,5,50,,,,,,56.0,13.0,34.0,75.0,11.0
0986bbebf23e423d8b9bd93423c86d30,80,80,50,43,8,77.0,81.0,14.0,78.0,53.0,,,,,
1dba12677e1c45a1bef518a64dead645,11,75,13,96,93,,,,,,27.0,38.0,23.0,25.0,13.0
899ca782e3234d1abc1bdacc18e19331,52,64,2,50,87,,,,,,48.0,33.0,10.0,12.0,65.0
5efa9c5b74214f46a37e4b0122bae10e,77,71,1,84,15,88.0,12.0,30.0,13.0,74.0,,,,,
b24cc64fbe3e4e57b30a9e32aba4fc03,69,77,22,59,90,,,,,,90.0,77.0,7.0,44.0,91.0
965befdf6b4b44118a4a0e2df22b5b98,94,12,17,73,22,60.0,85.0,80.0,31.0,65.0,,,,,
e2aa7a5d278e400dba0266efbe055787,81,20,12,99,61,9.0,43.0,84.0,75.0,71.0,,,,,
d56ce8ea19594b5aa7a8f6366a35df59,31,98,75,11,10,,,,,,49.0,16.0,34.0,8.0,4.0
f065c817687a48509d9b62317d45d8ef,32,2,97,1,34,1.0,9.0,74.0,12.0,23.0,,,,,
b0b63bcf08604833879d0cdaf396ea37,73,80,36,97,96,32.0,38.0,73.0,90.0,52.0,,,,,
71d7966571814dcfb79efc6e5edb0d3c,34,2,39,84,61,,,,,,69.0,15.0,52.0,29.0,75.0
5cd8fe1adafe48a9bc71e0bef3579560,61,66,65,12,27,72.0,62.0,44.0,89.0,40.0,,,,,
5e09a9eeaf884decbb1e143b196f4dfa,7,86,87,85,96,,,,,,52.0,84.0,17.0,63.0,1.0
a5135ea0fa53434da6d5901d8b621d41,75,47,29,37,38,,,,,,95.0,83.0,18.0,62.0,7.0
46a02a9b65ec4acd8f8035f55bd20c98,86,62,37,14,64,,,,,,96.0,78.0,96.0,51.0,8.0
f2f25eef1f454bfdb7dc67e030974b2b,26,75,51,15,15,,,,,,93.0,33.0,19.0,62.0,44.0
1777e8cb74684b9892fe2fded918b3e5,15,65,85,71,72,62.0,39.0,69.0,42.0,99.0,,,,,
a3b5cecea4464e72b64c911aa9ab364a,25,54,6,6,9,32.0,11.0,71.0,6.0,44.0,,,,,
0cf2b69b05774ea9b899924698de8ebb,62,29,76,80,65,31.0,42.0,41.0,81.0,49.0,,,,,
fd235def3e5a47e39560db22c96b5edb,94,68,52,20,67,,,,,,41.0,74.0,72.0,0.0,96.0
34885a4690884eaf89776598203c8c25,76,9,37,64,26,,,,,,74.0,2.0,25.0,55.0,35.0
8de08fc2c3e14a85946ef10411906f50,62,15,52,38,55,97.0,45.0,60.0,12.0,39.0,,,,,
d0243d723748467f961d33ba350843f0,66,3,15,26,99,31.0,51.0,95.0,85.0,74.0,,,,,
c63d04ee541c4a86bba5cd2fdea45c19,18,1,89,60,73,,,,,,16.0,0.0,20.0,98.0,18.0
989240ace68943a989e48e8c25c61c45,30,85,52,92,73,,,,,,12.0,36.0,71.0,22.0,49.0
fbe94499dbc040fd86fb7bf300b9d4a3,54,62,99,35,27,,,,,,65.0,35.0,48.0,47.0,55.0
8a4b8f7c21474a15bcce96f6250a4578,33,90,27,90,41,53.0,43.0,34.0,51.0,13.0,,,,,
1c24220e2cab47e78c6b66e5402adf9c,12,3,13,87,90,3.0,27.0,70.0,85.0,9.0,,,,,
21bddb41069947319dcf8766a93b12cd,23,89,27,32,12,,,,,,48.0,61.0,18.0,24.0,64.0
c9d6a63bca3c4f5f9bb5c40c03cde2e3,58,53,96,75,49,6.0,61.0,57.0,0.0,1.0,,,,,
040a3aae52e24fd996bf10ab3ce915e7,45,74,15,92,70,,,,,,85.0,73.0,50.0,87.0,34.0
20733f6d0d6a45b383ef20162c9b662e,0,9,92,93,79,80.0,25.0,25.0,33.0,17.0,,,,,
1d181ee986ad4a8cabc4123ebde13c1b,12,57,83,1,22,29.0,31.0,83.0,57.0,74.0,,,,,
72c22a1679eb4168904556e5bee3eb79,76,43,22,49,94,,,,,,15.0,34.0,81.0,33.0,87.0
97fa7f04836340079cae9610c72c1fe3,47,34,23,12,61,,,,,,71.0,38.0,59.0,33.0,21.0
38b77c0780fb4296b3b6a09b1beaf6ac,89,76,79,59,77,,,,,,65.0,31.0,96.0,93.0,17.0
ba2c98ce0b19488e9d77a45ef206c269,4,69,98,14,9,,,,,,79.0,24.0,17.0,93.0,17.0
a8addf36ddf245eba8a3f341c8819065,63,34,54,78,54,97.0,2.0,88.0,96.0,7.0,,,,,
a4b1f991754246468d37a539857dd3b3,76,12,33,6,73,1.0,22.0,39.0,8.0,42.0,,,,,
ffa361be0f9240e187f97d05f6ca6b8b,92,17,78,54,58,85.0,97.0,61.0,55.0,1.0,,,,,
6d20449666d0437198e88ebb7a9e8eef,60,35,26,66,33,95.0,48.0,40.0,55.0,4.0,,,,,
b65feea97d8242649ba362e7afa415e5,35,91,3,22,74,,,,,,93.0,64.0,36.0,23.0,8.0
e63658c912d0498db18d4d05e8e22743,60,81,17,3,15,22.0,68.0,4.0,8.0,55.0,,,,,
25f934bf9bb941559275eb9414aeaf5c,12,35,84,13,56,,,,,,25.0,65.0,84.0,0.0,35.0
9fd34579466742cea04e178c10d08d11,77,62,93,99,54,48.0,88.0,10.0,66.0,23.0,,,,,
b64fa54a8c61465495da75c1a21150f9,48,47,80,53,5,24.0,71.0,4.0,82.0,70.0,,,,,
98eeac2bfe9f4caaa182f347533f5a72,73,15,37,44,64,17.0,6.0,57.0,100.0,99.0,,,,,
816bcb9f742641938b7e6b3c87d292a6,80,58,20,27,96,79.0,93.0,38.0,46.0,15.0,,,,,
cb08587d1963426dae218b099afd4015,88,48,69,95,23,,,,,,75.0,73.0,8.0,89.0,48.0
a79b44b6da504fed9d4a3d81b3a7d0e0,15,81,44,91,37,,,,,,62.0,23.0,76.0,36.0,36.0
8d244e3ec4da4ddba0b15abaa6a27967,63,39,8,32,10,95.0,52.0,65.0,38.0,45.0,,,,,
6e191042370b40639d90e79eb888f6ed,77,24,25,19,52,74.0,77.0,77.0,20.0,64.0,,,,,
69efafb13a7e4e14a359eee173991a47,32,59,66,56,70,86.0,97.0,35.0,3.0,74.0,,,,,
66132e697418410993d1bf0f56c438e4,32,78,95,35,22,,,,,,54.0,4.0,100.0,75.0,18.0
50032b3518574bafbac7e2b96a7e4c36,41,11,77,51,43,,,,,,96.0,17.0,13.0,86.0,90.0
4140752caa44425990018b7b6d4067f4,60,95,33,100,21,16.0,36.0,20.0,39.0,66.0,,,,,
afd380c42713482cb41ea3ac5fd23109,21,66,89,14,46,18.0,55.0,32.0,83.0,90.0,,,,,
175a81ec112f4612b9699ed2ec48bf55,60,57,31,77,22,,,,,,58.0,79.0,13.0,50.0,9.0
6e8f75a117dd4d8195da705cd4ef00aa,38,46,80,17,1,,,,,,35.0,33.0,58.0,46.0,89.0
5f65c8cebd214c11be9d61ee18b87245,69,30,20,100,0,80.0,39.0,18.0,10.0,39.0,,,,,
0f5ae9d38e6e4003a14f3f12cfd01cbd,43,53,26,91,29,26.0,68.0,15.0,55.0,54.0,,,,,
8fca7b6a8fc44092b4e559e596229348,88,68,84,2,37,,,,,,8.0,32.0,63.0,87.0,76.0
692ac1391f4a4ca1ab85fd595463adc7,69,60,74,3,64,61.0,81.0,1.0,93.0,70.0,,,,,
f0ede303aa53419c9fa4bb9f5a856750,73,70,25,66,74,,,,,,33.0,45.0,85.0,69.0,67.0
ea74bb18de3b496fac4596f6c012a0ff,42,35,60,2,51,,,,,,41.0,88.0,89.0,35.0,15.0
49a214aef7e848e58d2b91efb8976ec5,34,38,44,70,0,45.0,48.0,54.0,13.0,4.0,,,,,
1a85910d5a054c118ffca6b199b479d4,15,19,67,96,58,,,,,,86.0,14.0,51.0,64.0,71.0
279c658a36764ce581e5c9f693f277cc,80,75,63,42,86,,,,,,24.0,7.0,23.0,15.0,85.0
d8e7012f39684c81bb70c3b8a81fdec3,70,1,1,95,54,75.0,86.0,51.0,44.0,68.0,,,,,
8e676a01d86a446099a1120e1bb43332,52,85,79,66,71,5.0,77.0,3.0,64.0,61.0,,,,,
47503f1dc33a4f6c9d691fba5e187b24,24,73,45,48,96,,,,,,29.0,36.0,16.0,63.0,100.0
6dda4f8dcea64f4cb9e58ff092f837d4,98,33,70,24,27,65.0,10.0,17.0,34.0,10.0,,,,,
c4767556f97b42dd8f9b72aed85c16bd,53,60,93,13,60,19.0,51.0,29.0,57.0,68.0,,,,,
accb461a9d1343639f294a8bd1846c39,99,45,69,39,79,,,,,,30.0,35.0,72.0,86.0,58.0
9be7173706b842318e867f3ca487eeab,57,37,17,73,88,51.0,16.0,94.0,73.0,23.0,,,,,
b18753e6d4574ad9a867a096edd877c8,70,8,46,6,49,22.0,29.0,61.0,57.0,45.0,,,,,
45f50c522e2f4f77876979d644777442,34,22,84,24,25,59.0,50.0,36.0,23.0,5.0,,,,,
ebe9e2074f194ec0832d4526b3e4110a,2,97,41,83,25,52.0,65.0,62.0,98.0,26.0,,,,,
2e7098380190462099dcabd056febfb9,82,10,29,25,78,35.0,26.0,60.0,79.0,25.0,,,,,
a847bce790fa4b57a4ac2130deaf528d,47,18,92,60,17,,,,,,62.0,85.0,7.0,87.0,24.0
bdb025ff245145a491d059b26699cd99,4,42,91,96,2,,,,,,45.0,70.0,31.0,26.0,81.0
177d6e7e07d944ceb8c88faea2178f84,71,29,60,89,86,45.0,2.0,28.0,92.0,33.0,,,,,
604e46cb371242d187cdb6a1bf012e32,49,43,0,19,60,55.0,45.0,2.0,81.0,50.0,,,,,
284bf96257444596b42221676b7a2460,71,80,67,90,18,,,,,,64.0,26.0,69.0,11.0,90.0
530ac1c7b8ba43688fc777685ebbcca5,3,39,63,13,20,96.0,68.0,14.0,24.0,99.0,,,,,
98a21f1c914d4faeb10013a7c6deb2f0,9,79,87,68,74,,,,,,54.0,47.0,51.0,76.0,82.0
27d415b60d7745a0a222b6a615bfbe97,30,58,87,95,7,,,,,,99.0,2.0,74.0,46.0,33.0
0cbd3c039e2a44ac8122b5b3284c03d2,59,40,84,43,63,80.0,52.0,62.0,6.0,76.0,,,,,
716fda0a45a8482994e286e5ac8936bc,70,82,100,39,39,,,,,,58.0,80.0,24.0,41.0,15.0
9b69554d7c54435fac8c3b6aa974d079,57,88,15,71,60,41.0,5.0,52.0,46.0,85.0,,,,,
372f871a45ee432daa07f2137129cec7,83,61,27,52,90,,,,,,34.0,48.0,76.0,12.0,70.0
